Time,ILLC Electricity (kWh)
Fri Mar 06 2020 03:30:00 GMT-0800 (Pacific Standard Time),42
Fri Mar 06 2020 03:15:00 GMT-0800 (Pacific Standard Time),29
Fri Mar 06 2020 03:00:00 GMT-0800 (Pacific Standard Time),31
Fri Mar 06 2020 02:45:00 GMT-0800 (Pacific Standard Time),45
Fri Mar 06 2020 02:30:00 GMT-0800 (Pacific Standard Time),35
Fri Mar 06 2020 02:15:00 GMT-0800 (Pacific Standard Time),30
Fri Mar 06 2020 02:00:00 GMT-0800 (Pacific Standard Time),35
Fri Mar 06 2020 01:45:00 GMT-0800 (Pacific Standard Time),46
Fri Mar 06 2020 01:30:00 GMT-0800 (Pacific Standard Time),41
Fri Mar 06 2020 01:15:00 GMT-0800 (Pacific Standard Time),30
Fri Mar 06 2020 01:00:00 GMT-0800 (Pacific Standard Time),33
Fri Mar 06 2020 00:45:00 GMT-0800 (Pacific Standard Time),45
Fri Mar 06 2020 00:30:00 GMT-0800 (Pacific Standard Time),45
Fri Mar 06 2020 00:15:00 GMT-0800 (Pacific Standard Time),41
Fri Mar 06 2020 00:00:00 GMT-0800 (Pacific Standard Time),52
Thu Mar 05 2020 23:45:00 GMT-0800 (Pacific Standard Time),54
Thu Mar 05 2020 23:30:00 GMT-0800 (Pacific Standard Time),50
Thu Mar 05 2020 23:15:00 GMT-0800 (Pacific Standard Time),44
Thu Mar 05 2020 23:00:00 GMT-0800 (Pacific Standard Time),47
Thu Mar 05 2020 22:45:00 GMT-0800 (Pacific Standard Time),50
Thu Mar 05 2020 22:30:00 GMT-0800 (Pacific Standard Time),47
Thu Mar 05 2020 22:15:00 GMT-0800 (Pacific Standard Time),46
Thu Mar 05 2020 22:00:00 GMT-0800 (Pacific Standard Time),61
Thu Mar 05 2020 21:45:00 GMT-0800 (Pacific Standard Time),59
Thu Mar 05 2020 21:30:00 GMT-0800 (Pacific Standard Time),60
Thu Mar 05 2020 21:15:00 GMT-0800 (Pacific Standard Time),62
Thu Mar 05 2020 21:00:00 GMT-0800 (Pacific Standard Time),64
Thu Mar 05 2020 20:45:00 GMT-0800 (Pacific Standard Time),68
Thu Mar 05 2020 20:30:00 GMT-0800 (Pacific Standard Time),60
Thu Mar 05 2020 20:15:00 GMT-0800 (Pacific Standard Time),52
Thu Mar 05 2020 20:00:00 GMT-0800 (Pacific Standard Time),60
Thu Mar 05 2020 19:45:00 GMT-0800 (Pacific Standard Time),62
Thu Mar 05 2020 19:30:00 GMT-0800 (Pacific Standard Time),52
Thu Mar 05 2020 19:15:00 GMT-0800 (Pacific Standard Time),51
Thu Mar 05 2020 19:00:00 GMT-0800 (Pacific Standard Time),49
Thu Mar 05 2020 18:45:00 GMT-0800 (Pacific Standard Time),50
Thu Mar 05 2020 18:30:00 GMT-0800 (Pacific Standard Time),61
Thu Mar 05 2020 18:15:00 GMT-0800 (Pacific Standard Time),55
Thu Mar 05 2020 18:00:00 GMT-0800 (Pacific Standard Time),54
Thu Mar 05 2020 17:45:00 GMT-0800 (Pacific Standard Time),37
Thu Mar 05 2020 17:30:00 GMT-0800 (Pacific Standard Time),51
Thu Mar 05 2020 17:15:00 GMT-0800 (Pacific Standard Time),54
Thu Mar 05 2020 17:00:00 GMT-0800 (Pacific Standard Time),52
Thu Mar 05 2020 16:45:00 GMT-0800 (Pacific Standard Time),50
Thu Mar 05 2020 16:30:00 GMT-0800 (Pacific Standard Time),51
Thu Mar 05 2020 16:15:00 GMT-0800 (Pacific Standard Time),53
Thu Mar 05 2020 16:00:00 GMT-0800 (Pacific Standard Time),56
Thu Mar 05 2020 15:45:00 GMT-0800 (Pacific Standard Time),53
Thu Mar 05 2020 15:30:00 GMT-0800 (Pacific Standard Time),44
Thu Mar 05 2020 15:15:00 GMT-0800 (Pacific Standard Time),58
Thu Mar 05 2020 15:00:00 GMT-0800 (Pacific Standard Time),65
Thu Mar 05 2020 14:45:00 GMT-0800 (Pacific Standard Time),62
Thu Mar 05 2020 14:30:00 GMT-0800 (Pacific Standard Time),51
Thu Mar 05 2020 14:15:00 GMT-0800 (Pacific Standard Time),50
Thu Mar 05 2020 14:00:00 GMT-0800 (Pacific Standard Time),56
Thu Mar 05 2020 13:45:00 GMT-0800 (Pacific Standard Time),59
Thu Mar 05 2020 13:30:00 GMT-0800 (Pacific Standard Time),48
Thu Mar 05 2020 13:15:00 GMT-0800 (Pacific Standard Time),55
Thu Mar 05 2020 13:00:00 GMT-0800 (Pacific Standard Time),54
Thu Mar 05 2020 12:45:00 GMT-0800 (Pacific Standard Time),48
Thu Mar 05 2020 12:30:00 GMT-0800 (Pacific Standard Time),59
Thu Mar 05 2020 12:15:00 GMT-0800 (Pacific Standard Time),61
Thu Mar 05 2020 12:00:00 GMT-0800 (Pacific Standard Time),64
Thu Mar 05 2020 11:45:00 GMT-0800 (Pacific Standard Time),58
Thu Mar 05 2020 11:30:00 GMT-0800 (Pacific Standard Time),45
Thu Mar 05 2020 11:15:00 GMT-0800 (Pacific Standard Time),48
Thu Mar 05 2020 11:00:00 GMT-0800 (Pacific Standard Time),59
Thu Mar 05 2020 10:45:00 GMT-0800 (Pacific Standard Time),57
Thu Mar 05 2020 10:30:00 GMT-0800 (Pacific Standard Time),54
Thu Mar 05 2020 10:15:00 GMT-0800 (Pacific Standard Time),49
Thu Mar 05 2020 10:00:00 GMT-0800 (Pacific Standard Time),63
Thu Mar 05 2020 09:45:00 GMT-0800 (Pacific Standard Time),68
Thu Mar 05 2020 09:30:00 GMT-0800 (Pacific Standard Time),49
Thu Mar 05 2020 09:15:00 GMT-0800 (Pacific Standard Time),44
Thu Mar 05 2020 09:00:00 GMT-0800 (Pacific Standard Time),48
Thu Mar 05 2020 08:45:00 GMT-0800 (Pacific Standard Time),52
Thu Mar 05 2020 08:30:00 GMT-0800 (Pacific Standard Time),42
Thu Mar 05 2020 08:15:00 GMT-0800 (Pacific Standard Time),40
Thu Mar 05 2020 08:00:00 GMT-0800 (Pacific Standard Time),59
Thu Mar 05 2020 07:45:00 GMT-0800 (Pacific Standard Time),56
Thu Mar 05 2020 07:30:00 GMT-0800 (Pacific Standard Time),36
Thu Mar 05 2020 07:15:00 GMT-0800 (Pacific Standard Time),38
Thu Mar 05 2020 07:00:00 GMT-0800 (Pacific Standard Time),48
Thu Mar 05 2020 06:45:00 GMT-0800 (Pacific Standard Time),37
Thu Mar 05 2020 06:30:00 GMT-0800 (Pacific Standard Time),28
Thu Mar 05 2020 06:15:00 GMT-0800 (Pacific Standard Time),32
Thu Mar 05 2020 06:00:00 GMT-0800 (Pacific Standard Time),37
Thu Mar 05 2020 05:45:00 GMT-0800 (Pacific Standard Time),31
Thu Mar 05 2020 05:30:00 GMT-0800 (Pacific Standard Time),31
Thu Mar 05 2020 05:15:00 GMT-0800 (Pacific Standard Time),42
Thu Mar 05 2020 05:00:00 GMT-0800 (Pacific Standard Time),33
Thu Mar 05 2020 04:45:00 GMT-0800 (Pacific Standard Time),29
Thu Mar 05 2020 04:30:00 GMT-0800 (Pacific Standard Time),36
Thu Mar 05 2020 04:15:00 GMT-0800 (Pacific Standard Time),37
Thu Mar 05 2020 04:00:00 GMT-0800 (Pacific Standard Time),26
Thu Mar 05 2020 03:45:00 GMT-0800 (Pacific Standard Time),31
Thu Mar 05 2020 03:30:00 GMT-0800 (Pacific Standard Time),35
Thu Mar 05 2020 03:15:00 GMT-0800 (Pacific Standard Time),39
Thu Mar 05 2020 03:00:00 GMT-0800 (Pacific Standard Time),32
Thu Mar 05 2020 02:45:00 GMT-0800 (Pacific Standard Time),32
Thu Mar 05 2020 02:30:00 GMT-0800 (Pacific Standard Time),43
Thu Mar 05 2020 02:15:00 GMT-0800 (Pacific Standard Time),33
Thu Mar 05 2020 02:00:00 GMT-0800 (Pacific Standard Time),27
Thu Mar 05 2020 01:45:00 GMT-0800 (Pacific Standard Time),33
Thu Mar 05 2020 01:30:00 GMT-0800 (Pacific Standard Time),40
Thu Mar 05 2020 01:15:00 GMT-0800 (Pacific Standard Time),41
Thu Mar 05 2020 01:00:00 GMT-0800 (Pacific Standard Time),37
Thu Mar 05 2020 00:45:00 GMT-0800 (Pacific Standard Time),42
Thu Mar 05 2020 00:30:00 GMT-0800 (Pacific Standard Time),64
Thu Mar 05 2020 00:15:00 GMT-0800 (Pacific Standard Time),39
Thu Mar 05 2020 00:00:00 GMT-0800 (Pacific Standard Time),35
Wed Mar 04 2020 23:45:00 GMT-0800 (Pacific Standard Time),41
Wed Mar 04 2020 23:30:00 GMT-0800 (Pacific Standard Time),46
Wed Mar 04 2020 23:15:00 GMT-0800 (Pacific Standard Time),42
Wed Mar 04 2020 23:00:00 GMT-0800 (Pacific Standard Time),40
Wed Mar 04 2020 22:45:00 GMT-0800 (Pacific Standard Time),48
Wed Mar 04 2020 22:30:00 GMT-0800 (Pacific Standard Time),53
Wed Mar 04 2020 22:15:00 GMT-0800 (Pacific Standard Time),43
Wed Mar 04 2020 22:00:00 GMT-0800 (Pacific Standard Time),51
Wed Mar 04 2020 21:45:00 GMT-0800 (Pacific Standard Time),56
Wed Mar 04 2020 21:30:00 GMT-0800 (Pacific Standard Time),65
Wed Mar 04 2020 21:15:00 GMT-0800 (Pacific Standard Time),62
Wed Mar 04 2020 21:00:00 GMT-0800 (Pacific Standard Time),55
Wed Mar 04 2020 20:45:00 GMT-0800 (Pacific Standard Time),52
Wed Mar 04 2020 20:30:00 GMT-0800 (Pacific Standard Time),57
Wed Mar 04 2020 20:15:00 GMT-0800 (Pacific Standard Time),54
Wed Mar 04 2020 20:00:00 GMT-0800 (Pacific Standard Time),50
Wed Mar 04 2020 19:45:00 GMT-0800 (Pacific Standard Time),53
Wed Mar 04 2020 19:30:00 GMT-0800 (Pacific Standard Time),57
Wed Mar 04 2020 19:15:00 GMT-0800 (Pacific Standard Time),59
Wed Mar 04 2020 19:00:00 GMT-0800 (Pacific Standard Time),51
Wed Mar 04 2020 18:45:00 GMT-0800 (Pacific Standard Time),45
Wed Mar 04 2020 18:30:00 GMT-0800 (Pacific Standard Time),48
Wed Mar 04 2020 18:15:00 GMT-0800 (Pacific Standard Time),62
Wed Mar 04 2020 18:00:00 GMT-0800 (Pacific Standard Time),62
Wed Mar 04 2020 17:45:00 GMT-0800 (Pacific Standard Time),47
Wed Mar 04 2020 17:30:00 GMT-0800 (Pacific Standard Time),50
Wed Mar 04 2020 17:15:00 GMT-0800 (Pacific Standard Time),46
Wed Mar 04 2020 17:00:00 GMT-0800 (Pacific Standard Time),54
Wed Mar 04 2020 16:45:00 GMT-0800 (Pacific Standard Time),53
Wed Mar 04 2020 16:30:00 GMT-0800 (Pacific Standard Time),49
Wed Mar 04 2020 16:15:00 GMT-0800 (Pacific Standard Time),52
Wed Mar 04 2020 16:00:00 GMT-0800 (Pacific Standard Time),48
Wed Mar 04 2020 15:45:00 GMT-0800 (Pacific Standard Time),55
Wed Mar 04 2020 15:30:00 GMT-0800 (Pacific Standard Time),60
Wed Mar 04 2020 15:15:00 GMT-0800 (Pacific Standard Time),57
Wed Mar 04 2020 15:00:00 GMT-0800 (Pacific Standard Time),51
Wed Mar 04 2020 14:45:00 GMT-0800 (Pacific Standard Time),46
Wed Mar 04 2020 14:30:00 GMT-0800 (Pacific Standard Time),58
Wed Mar 04 2020 14:15:00 GMT-0800 (Pacific Standard Time),64
Wed Mar 04 2020 14:00:00 GMT-0800 (Pacific Standard Time),64
Wed Mar 04 2020 13:45:00 GMT-0800 (Pacific Standard Time),54
Wed Mar 04 2020 13:30:00 GMT-0800 (Pacific Standard Time),50
Wed Mar 04 2020 13:15:00 GMT-0800 (Pacific Standard Time),58
Wed Mar 04 2020 13:00:00 GMT-0800 (Pacific Standard Time),67
Wed Mar 04 2020 12:45:00 GMT-0800 (Pacific Standard Time),74
Wed Mar 04 2020 12:30:00 GMT-0800 (Pacific Standard Time),50
Wed Mar 04 2020 12:15:00 GMT-0800 (Pacific Standard Time),54
Wed Mar 04 2020 12:00:00 GMT-0800 (Pacific Standard Time),62
Wed Mar 04 2020 11:45:00 GMT-0800 (Pacific Standard Time),61
Wed Mar 04 2020 11:30:00 GMT-0800 (Pacific Standard Time),50
Wed Mar 04 2020 11:15:00 GMT-0800 (Pacific Standard Time),51
Wed Mar 04 2020 11:00:00 GMT-0800 (Pacific Standard Time),59
Wed Mar 04 2020 10:45:00 GMT-0800 (Pacific Standard Time),60
Wed Mar 04 2020 10:30:00 GMT-0800 (Pacific Standard Time),59
Wed Mar 04 2020 10:15:00 GMT-0800 (Pacific Standard Time),53
Wed Mar 04 2020 10:00:00 GMT-0800 (Pacific Standard Time),56
Wed Mar 04 2020 09:45:00 GMT-0800 (Pacific Standard Time),73
Wed Mar 04 2020 09:30:00 GMT-0800 (Pacific Standard Time),58
Wed Mar 04 2020 09:15:00 GMT-0800 (Pacific Standard Time),57
Wed Mar 04 2020 09:00:00 GMT-0800 (Pacific Standard Time),45
Wed Mar 04 2020 08:45:00 GMT-0800 (Pacific Standard Time),52
Wed Mar 04 2020 08:30:00 GMT-0800 (Pacific Standard Time),60
Wed Mar 04 2020 08:15:00 GMT-0800 (Pacific Standard Time),45
Wed Mar 04 2020 08:00:00 GMT-0800 (Pacific Standard Time),44
Wed Mar 04 2020 07:45:00 GMT-0800 (Pacific Standard Time),46
Wed Mar 04 2020 07:30:00 GMT-0800 (Pacific Standard Time),53
Wed Mar 04 2020 07:15:00 GMT-0800 (Pacific Standard Time),48
Wed Mar 04 2020 07:00:00 GMT-0800 (Pacific Standard Time),38
Wed Mar 04 2020 06:45:00 GMT-0800 (Pacific Standard Time),32
Wed Mar 04 2020 06:30:00 GMT-0800 (Pacific Standard Time),34
Wed Mar 04 2020 06:15:00 GMT-0800 (Pacific Standard Time),41
Wed Mar 04 2020 06:00:00 GMT-0800 (Pacific Standard Time),30
Wed Mar 04 2020 05:45:00 GMT-0800 (Pacific Standard Time),26
Wed Mar 04 2020 05:30:00 GMT-0800 (Pacific Standard Time),34
Wed Mar 04 2020 05:15:00 GMT-0800 (Pacific Standard Time),34
Wed Mar 04 2020 05:00:00 GMT-0800 (Pacific Standard Time),25
Wed Mar 04 2020 04:45:00 GMT-0800 (Pacific Standard Time),24
Wed Mar 04 2020 04:30:00 GMT-0800 (Pacific Standard Time),30
Wed Mar 04 2020 04:15:00 GMT-0800 (Pacific Standard Time),38
Wed Mar 04 2020 04:00:00 GMT-0800 (Pacific Standard Time),29
Wed Mar 04 2020 03:45:00 GMT-0800 (Pacific Standard Time),33
Wed Mar 04 2020 03:30:00 GMT-0800 (Pacific Standard Time),36
Wed Mar 04 2020 03:15:00 GMT-0800 (Pacific Standard Time),39
Wed Mar 04 2020 03:00:00 GMT-0800 (Pacific Standard Time),29
Wed Mar 04 2020 02:45:00 GMT-0800 (Pacific Standard Time),27
Wed Mar 04 2020 02:30:00 GMT-0800 (Pacific Standard Time),29
Wed Mar 04 2020 02:15:00 GMT-0800 (Pacific Standard Time),36
Wed Mar 04 2020 02:00:00 GMT-0800 (Pacific Standard Time),34
Wed Mar 04 2020 01:45:00 GMT-0800 (Pacific Standard Time),33
Wed Mar 04 2020 01:30:00 GMT-0800 (Pacific Standard Time),31
Wed Mar 04 2020 01:15:00 GMT-0800 (Pacific Standard Time),44
Wed Mar 04 2020 01:00:00 GMT-0800 (Pacific Standard Time),43
Wed Mar 04 2020 00:45:00 GMT-0800 (Pacific Standard Time),52
Wed Mar 04 2020 00:30:00 GMT-0800 (Pacific Standard Time),41
Wed Mar 04 2020 00:15:00 GMT-0800 (Pacific Standard Time),42
Wed Mar 04 2020 00:00:00 GMT-0800 (Pacific Standard Time),41
Tue Mar 03 2020 23:45:00 GMT-0800 (Pacific Standard Time),33
Tue Mar 03 2020 23:30:00 GMT-0800 (Pacific Standard Time),48
Tue Mar 03 2020 23:15:00 GMT-0800 (Pacific Standard Time),54
Tue Mar 03 2020 23:00:00 GMT-0800 (Pacific Standard Time),57
Tue Mar 03 2020 22:45:00 GMT-0800 (Pacific Standard Time),34
Tue Mar 03 2020 22:30:00 GMT-0800 (Pacific Standard Time),38
Tue Mar 03 2020 22:15:00 GMT-0800 (Pacific Standard Time),48
Tue Mar 03 2020 22:00:00 GMT-0800 (Pacific Standard Time),61
Tue Mar 03 2020 21:45:00 GMT-0800 (Pacific Standard Time),51
Tue Mar 03 2020 21:30:00 GMT-0800 (Pacific Standard Time),56
Tue Mar 03 2020 21:15:00 GMT-0800 (Pacific Standard Time),61
Tue Mar 03 2020 21:00:00 GMT-0800 (Pacific Standard Time),72
Tue Mar 03 2020 20:45:00 GMT-0800 (Pacific Standard Time),65
Tue Mar 03 2020 20:30:00 GMT-0800 (Pacific Standard Time),56
Tue Mar 03 2020 20:15:00 GMT-0800 (Pacific Standard Time),53
Tue Mar 03 2020 20:00:00 GMT-0800 (Pacific Standard Time),64
Tue Mar 03 2020 19:45:00 GMT-0800 (Pacific Standard Time),58
Tue Mar 03 2020 19:30:00 GMT-0800 (Pacific Standard Time),47
Tue Mar 03 2020 19:15:00 GMT-0800 (Pacific Standard Time),50
Tue Mar 03 2020 19:00:00 GMT-0800 (Pacific Standard Time),62
Tue Mar 03 2020 18:45:00 GMT-0800 (Pacific Standard Time),56
Tue Mar 03 2020 18:30:00 GMT-0800 (Pacific Standard Time),48
Tue Mar 03 2020 18:15:00 GMT-0800 (Pacific Standard Time),46
Tue Mar 03 2020 18:00:00 GMT-0800 (Pacific Standard Time),49
Tue Mar 03 2020 17:45:00 GMT-0800 (Pacific Standard Time),57
Tue Mar 03 2020 17:30:00 GMT-0800 (Pacific Standard Time),59
Tue Mar 03 2020 17:15:00 GMT-0800 (Pacific Standard Time),51
Tue Mar 03 2020 17:00:00 GMT-0800 (Pacific Standard Time),47
Tue Mar 03 2020 16:45:00 GMT-0800 (Pacific Standard Time),57
Tue Mar 03 2020 16:30:00 GMT-0800 (Pacific Standard Time),58
Tue Mar 03 2020 16:15:00 GMT-0800 (Pacific Standard Time),53
Tue Mar 03 2020 16:00:00 GMT-0800 (Pacific Standard Time),52
Tue Mar 03 2020 15:45:00 GMT-0800 (Pacific Standard Time),58
Tue Mar 03 2020 15:30:00 GMT-0800 (Pacific Standard Time),57
Tue Mar 03 2020 15:15:00 GMT-0800 (Pacific Standard Time),47
Tue Mar 03 2020 15:00:00 GMT-0800 (Pacific Standard Time),45
Tue Mar 03 2020 14:45:00 GMT-0800 (Pacific Standard Time),58
Tue Mar 03 2020 14:30:00 GMT-0800 (Pacific Standard Time),60
Tue Mar 03 2020 14:15:00 GMT-0800 (Pacific Standard Time),58
Tue Mar 03 2020 14:00:00 GMT-0800 (Pacific Standard Time),70
Tue Mar 03 2020 13:45:00 GMT-0800 (Pacific Standard Time),55
Tue Mar 03 2020 13:30:00 GMT-0800 (Pacific Standard Time),50
Tue Mar 03 2020 13:15:00 GMT-0800 (Pacific Standard Time),55
Tue Mar 03 2020 13:00:00 GMT-0800 (Pacific Standard Time),58
Tue Mar 03 2020 12:45:00 GMT-0800 (Pacific Standard Time),51
Tue Mar 03 2020 12:30:00 GMT-0800 (Pacific Standard Time),56
Tue Mar 03 2020 12:15:00 GMT-0800 (Pacific Standard Time),69
Tue Mar 03 2020 12:00:00 GMT-0800 (Pacific Standard Time),57
Tue Mar 03 2020 11:45:00 GMT-0800 (Pacific Standard Time),50
Tue Mar 03 2020 11:30:00 GMT-0800 (Pacific Standard Time),55
Tue Mar 03 2020 11:15:00 GMT-0800 (Pacific Standard Time),67
Tue Mar 03 2020 11:00:00 GMT-0800 (Pacific Standard Time),67
Tue Mar 03 2020 10:45:00 GMT-0800 (Pacific Standard Time),49
Tue Mar 03 2020 10:30:00 GMT-0800 (Pacific Standard Time),51
Tue Mar 03 2020 10:15:00 GMT-0800 (Pacific Standard Time),65
Tue Mar 03 2020 10:00:00 GMT-0800 (Pacific Standard Time),68
Tue Mar 03 2020 09:45:00 GMT-0800 (Pacific Standard Time),62
Tue Mar 03 2020 09:30:00 GMT-0800 (Pacific Standard Time),44
Tue Mar 03 2020 09:15:00 GMT-0800 (Pacific Standard Time),51
Tue Mar 03 2020 09:00:00 GMT-0800 (Pacific Standard Time),55
Tue Mar 03 2020 08:45:00 GMT-0800 (Pacific Standard Time),51
Tue Mar 03 2020 08:30:00 GMT-0800 (Pacific Standard Time),43
Tue Mar 03 2020 08:15:00 GMT-0800 (Pacific Standard Time),50
Tue Mar 03 2020 08:00:00 GMT-0800 (Pacific Standard Time),50
Tue Mar 03 2020 07:45:00 GMT-0800 (Pacific Standard Time),45
Tue Mar 03 2020 07:30:00 GMT-0800 (Pacific Standard Time),37
Tue Mar 03 2020 07:15:00 GMT-0800 (Pacific Standard Time),43
Tue Mar 03 2020 07:00:00 GMT-0800 (Pacific Standard Time),46
Tue Mar 03 2020 06:45:00 GMT-0800 (Pacific Standard Time),39
Tue Mar 03 2020 06:30:00 GMT-0800 (Pacific Standard Time),30
Tue Mar 03 2020 06:15:00 GMT-0800 (Pacific Standard Time),28
Tue Mar 03 2020 06:00:00 GMT-0800 (Pacific Standard Time),39
Tue Mar 03 2020 05:45:00 GMT-0800 (Pacific Standard Time),39
Tue Mar 03 2020 05:30:00 GMT-0800 (Pacific Standard Time),25
Tue Mar 03 2020 05:15:00 GMT-0800 (Pacific Standard Time),27
Tue Mar 03 2020 05:00:00 GMT-0800 (Pacific Standard Time),32
Tue Mar 03 2020 04:45:00 GMT-0800 (Pacific Standard Time),36
Tue Mar 03 2020 04:30:00 GMT-0800 (Pacific Standard Time),26
Tue Mar 03 2020 04:15:00 GMT-0800 (Pacific Standard Time),27
Tue Mar 03 2020 04:00:00 GMT-0800 (Pacific Standard Time),31
Tue Mar 03 2020 03:45:00 GMT-0800 (Pacific Standard Time),36
Tue Mar 03 2020 03:30:00 GMT-0800 (Pacific Standard Time),27
Tue Mar 03 2020 03:15:00 GMT-0800 (Pacific Standard Time),25
Tue Mar 03 2020 03:00:00 GMT-0800 (Pacific Standard Time),34
Tue Mar 03 2020 02:45:00 GMT-0800 (Pacific Standard Time),44
Tue Mar 03 2020 02:30:00 GMT-0800 (Pacific Standard Time),33
Tue Mar 03 2020 02:15:00 GMT-0800 (Pacific Standard Time),35
Tue Mar 03 2020 02:00:00 GMT-0800 (Pacific Standard Time),39
Tue Mar 03 2020 01:45:00 GMT-0800 (Pacific Standard Time),42
Tue Mar 03 2020 01:30:00 GMT-0800 (Pacific Standard Time),31
Tue Mar 03 2020 01:15:00 GMT-0800 (Pacific Standard Time),30
Tue Mar 03 2020 01:00:00 GMT-0800 (Pacific Standard Time),37
Tue Mar 03 2020 00:45:00 GMT-0800 (Pacific Standard Time),56
Tue Mar 03 2020 00:30:00 GMT-0800 (Pacific Standard Time),41
Tue Mar 03 2020 00:15:00 GMT-0800 (Pacific Standard Time),32
Tue Mar 03 2020 00:00:00 GMT-0800 (Pacific Standard Time),39
Mon Mar 02 2020 23:45:00 GMT-0800 (Pacific Standard Time),45
Mon Mar 02 2020 23:30:00 GMT-0800 (Pacific Standard Time),46
Mon Mar 02 2020 23:15:00 GMT-0800 (Pacific Standard Time),43
Mon Mar 02 2020 23:00:00 GMT-0800 (Pacific Standard Time),50
Mon Mar 02 2020 22:45:00 GMT-0800 (Pacific Standard Time),49
Mon Mar 02 2020 22:30:00 GMT-0800 (Pacific Standard Time),45
Mon Mar 02 2020 22:15:00 GMT-0800 (Pacific Standard Time),47
Mon Mar 02 2020 22:00:00 GMT-0800 (Pacific Standard Time),60
Mon Mar 02 2020 21:45:00 GMT-0800 (Pacific Standard Time),57
Mon Mar 02 2020 21:30:00 GMT-0800 (Pacific Standard Time),60
Mon Mar 02 2020 21:15:00 GMT-0800 (Pacific Standard Time),61
Mon Mar 02 2020 21:00:00 GMT-0800 (Pacific Standard Time),55
Mon Mar 02 2020 20:45:00 GMT-0800 (Pacific Standard Time),53
Mon Mar 02 2020 20:30:00 GMT-0800 (Pacific Standard Time),60
Mon Mar 02 2020 20:15:00 GMT-0800 (Pacific Standard Time),53
Mon Mar 02 2020 20:00:00 GMT-0800 (Pacific Standard Time),51
Mon Mar 02 2020 19:45:00 GMT-0800 (Pacific Standard Time),67
Mon Mar 02 2020 19:30:00 GMT-0800 (Pacific Standard Time),71
Mon Mar 02 2020 19:15:00 GMT-0800 (Pacific Standard Time),62
Mon Mar 02 2020 19:00:00 GMT-0800 (Pacific Standard Time),47
Mon Mar 02 2020 18:45:00 GMT-0800 (Pacific Standard Time),63
Mon Mar 02 2020 18:30:00 GMT-0800 (Pacific Standard Time),65
Mon Mar 02 2020 18:15:00 GMT-0800 (Pacific Standard Time),59
Mon Mar 02 2020 18:00:00 GMT-0800 (Pacific Standard Time),44
Mon Mar 02 2020 17:45:00 GMT-0800 (Pacific Standard Time),47
Mon Mar 02 2020 17:30:00 GMT-0800 (Pacific Standard Time),51
Mon Mar 02 2020 17:15:00 GMT-0800 (Pacific Standard Time),61
Mon Mar 02 2020 17:00:00 GMT-0800 (Pacific Standard Time),62
Mon Mar 02 2020 16:45:00 GMT-0800 (Pacific Standard Time),45
Mon Mar 02 2020 16:30:00 GMT-0800 (Pacific Standard Time),54
Mon Mar 02 2020 16:15:00 GMT-0800 (Pacific Standard Time),63
Mon Mar 02 2020 16:00:00 GMT-0800 (Pacific Standard Time),64
Mon Mar 02 2020 15:45:00 GMT-0800 (Pacific Standard Time),51
Mon Mar 02 2020 15:30:00 GMT-0800 (Pacific Standard Time),55
Mon Mar 02 2020 15:15:00 GMT-0800 (Pacific Standard Time),54
Mon Mar 02 2020 15:00:00 GMT-0800 (Pacific Standard Time),56
Mon Mar 02 2020 14:45:00 GMT-0800 (Pacific Standard Time),55
Mon Mar 02 2020 14:30:00 GMT-0800 (Pacific Standard Time),50
Mon Mar 02 2020 14:15:00 GMT-0800 (Pacific Standard Time),55
Mon Mar 02 2020 14:00:00 GMT-0800 (Pacific Standard Time),62
Mon Mar 02 2020 13:45:00 GMT-0800 (Pacific Standard Time),67
Mon Mar 02 2020 13:30:00 GMT-0800 (Pacific Standard Time),55
Mon Mar 02 2020 13:15:00 GMT-0800 (Pacific Standard Time),51
Mon Mar 02 2020 13:00:00 GMT-0800 (Pacific Standard Time),57
Mon Mar 02 2020 12:45:00 GMT-0800 (Pacific Standard Time),74
Mon Mar 02 2020 12:30:00 GMT-0800 (Pacific Standard Time),61
Mon Mar 02 2020 12:15:00 GMT-0800 (Pacific Standard Time),53
Mon Mar 02 2020 12:00:00 GMT-0800 (Pacific Standard Time),54
Mon Mar 02 2020 11:45:00 GMT-0800 (Pacific Standard Time),59
Mon Mar 02 2020 11:30:00 GMT-0800 (Pacific Standard Time),66
Mon Mar 02 2020 11:15:00 GMT-0800 (Pacific Standard Time),75
Mon Mar 02 2020 11:00:00 GMT-0800 (Pacific Standard Time),62
Mon Mar 02 2020 10:45:00 GMT-0800 (Pacific Standard Time),58
Mon Mar 02 2020 10:30:00 GMT-0800 (Pacific Standard Time),56
Mon Mar 02 2020 10:15:00 GMT-0800 (Pacific Standard Time),58
Mon Mar 02 2020 10:00:00 GMT-0800 (Pacific Standard Time),65
Mon Mar 02 2020 09:45:00 GMT-0800 (Pacific Standard Time),69
Mon Mar 02 2020 09:30:00 GMT-0800 (Pacific Standard Time),56
Mon Mar 02 2020 09:15:00 GMT-0800 (Pacific Standard Time),50
Mon Mar 02 2020 09:00:00 GMT-0800 (Pacific Standard Time),54
Mon Mar 02 2020 08:45:00 GMT-0800 (Pacific Standard Time),59
Mon Mar 02 2020 08:30:00 GMT-0800 (Pacific Standard Time),51
Mon Mar 02 2020 08:15:00 GMT-0800 (Pacific Standard Time),50
Mon Mar 02 2020 08:00:00 GMT-0800 (Pacific Standard Time),56
